,class_names,class_names_transformed,taxonid,scientific_name,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,assessment_date,category,criteria,population_trend,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason
127,choerodon_zamboangae,Choerodon zamboangae,187419,Choerodon zamboangae,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,Purple eyebrowed tuskfish,"(Seale &amp; Bean, 1907)",2010,2008-05-12,LC,None,Unknown,True,False,False,"Cabanban, A., Pollard, D., Choat, J.H. & Russell, B.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,None,20,None,None,None,None
128,chromileptes_altivelis,Chromileptes altivelis,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,cirrhilabrus_bathyphilus,Cirrhilabrus bathyphilus,187427,Cirrhilabrus bathyphilus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,Deepwater Wrasse,"Randall &amp; Nagareda, 2002",2010,2009-03-25,LC,None,Unknown,True,False,False,"Rocha, L.","Craig, M.T. & Carpenter, K.E.",None,None,None,None,5,217,None,None,None,None
130,cirrhilabrus_condei,Cirrhilabrus condei,187440,Cirrhilabrus condei,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,Conde's fairy wrasse,"Allen &amp; Randall, 1996",2010,2009-03-25,LC,None,Unknown,True,False,False,"Rocha, L.","Craig, M.T. & Carpenter, K.E.",None,None,None,None,5,70,None,None,None,None
131,cirrhilabrus_cyanopleura,Cirrhilabrus cyanopleura,187544,Cirrhilabrus cyanopleura,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,Yellow-flanked wrasse,"(Bleeker, 1851)",2010,2008-05-12,DD,None,Decreasing,True,False,False,"Cabanban, A. & Choat, J.H.","Liu, M. & Carpenter, K.E.",None,None,None,None,2,30,None,None,None,None
132,cirrhilabrus_exquisitus,Cirrhilabrus exquisitus,187461,Cirrhilabrus exquisitus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,Exquisite wrasse,"Smith, 1957",2010,2009-03-02,DD,None,Unknown,True,False,False,"Yeeting, B. & Rocha, L.","Craig, M.T. & Carpenter, K.E.",None,None,None,None,2,32,None,None,None,None
133,cirrhilabrus_laboutei,Cirrhilabrus laboutei,187439,Cirrhilabrus laboutei,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,Magenta-streaked wrasse,"Randall &amp; Lubbock, 1982",2010,2009-03-25,LC,None,Unknown,True,False,False,"Rocha, L. & Pollard, D.","Craig, M.T. & Carpenter, K.E.",None,None,None,None,7,55,None,None,None,None
134,cirrhilabrus_punctatus,Cirrhilabrus punctatus,187769,Cirrhilabrus punctatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,Dotted wrasse,"Randall &amp; Kuiter, 1989",2010,2009-03-25,LC,None,Unknown,True,False,False,"Rocha, L. & Pollard, D.","Craig, M.T. & Carpenter, K.E.",None,None,None,None,2,32,None,None,None,None
135,cirrhilabrus_scottorum,Cirrhilabrus scottorum,187599,Cirrhilabrus scottorum,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,Scott's wrasse,"Randall &amp; Pyle, 1989",2010,2009-03-10,LC,None,Unknown,True,False,False,"Rocha, L. & Yeeting, B.","Craig, M.T. & Carpenter, K.E.",None,None,None,None,3,40,None,None,None,None
136,cirrhilabrus_temminckii,Cirrhilabrus temminckii,187636,Cirrhilabrus temminckii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,Threadfin wrasse,"Bleeker, 1853",2010,2009-03-10,DD,None,Unknown,True,False,False,"Rocha, L. & Hilomen, V.","Craig, M.T. & Carpenter, K.E.",None,None,None,None,3,35,None,None,None,None
137,coris_aygula,Coris aygula,187802,Coris aygula,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,'False' clownwrasse,"Lacepède, 1801",2010,2008-04-12,LC,None,Unknown,True,False,False,"Choat, J.H. & Pollard, D.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,3,45,None,None,None,None
138,coris_batuensis,Coris batuensis,187417,Coris batuensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,Schroeder's Rainbow-wrasse,"(Bleeker, 1856)",2010,2009-02-22,LC,None,Unknown,True,False,False,"Craig, M. & Yeeting, B.","Rocha, L.A. & Carpenter, K.E.",None,None,None,None,1,34,None,None,None,None
139,coris_bulbifrons,Coris bulbifrons,187392,Coris bulbifrons,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,Doubleheader,"Randall &amp; Kuiter, 1982",2010,2008-04-12,VU,"B2ab(ii,v)",Decreasing,True,False,False,"Choat, J.H. & Pollard, D.","Liu, M. & Sadovy, Y.",2000,None,None,None,1,25,None,None,None,None
140,coris_caudimacula,Coris caudimacula,155006,Coris caudimacula,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,Tailspot Wrasse,"(Quoy &amp; Gaimard, 1834)",2010,2009-02-04,LC,None,Unknown,True,False,False,"Craig, M. & Sadovy, Y.J.","Collen, B., Richman, N., Beresford, A., Chenery, A. & Ram, M.",None,None,None,None,2,25,None,None,None,None
141,coris_dorsomacula,Coris dorsomacula,187450,Coris dorsomacula,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,Pink-lined wrasse,"Fowler, 1908",2010,2009-02-21,LC,None,Unknown,True,False,False,"Craig, M.T.","Rocha, L.A. & Carpenter, K.E.",None,None,None,None,2,45,None,None,None,None
142,coris_gaimard,Coris gaimard,187436,Coris gaimard,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,African clown wrasse,"(Quoy &amp; Gaimard, 1824)",2010,2008-10-21,LC,None,Stable,True,False,False,"Pollard, D. & Liu, M.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,1,50,None,None,None,None
143,coris_picta,Coris picta,187679,Coris picta,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,Banana wrasse,"(Bloch &amp; Schneider, 1801)",2010,2009-02-13,LC,None,Stable,True,False,False,"Pollard, D., Choat, J.H., Russell, B. & Myers, R.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,3,25,None,None,None,None
144,coris_pictoides,Coris pictoides,187394,Coris pictoides,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,Pixie rainbow wrasse,"Randall &amp; Kuiter, 1982",2010,2009-02-23,LC,None,Unknown,True,False,False,"Craig, M.T.","Rocha, L.A. & Carpenter, K.E.",None,None,None,None,10,30,None,None,None,None
145,coris_sandeyeri,Coris sandeyeri,187773,Coris sandeyeri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,Eastern king wrasse,"(Hector, 1884)",2010,2008-04-12,LC,None,Stable,True,False,False,"Choat, J.H. & Pollard, D.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,1,60,None,None,None,None
146,crenimugil_crenilabis,Crenimugil crenilabis,196421,Crenimugil crenilabis,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE,Crenimugil,Fringelip Mullet,"(Forsskål, 1775)",2017,2016-07-02,LC,None,Unknown,True,True,False,"Hoese, D. & Sparks, J.S.","Sayer, C.",None,None,None,None,0,20,None,None,None,None
147,cymbacephalus_nematophthalmus,Cymbacephalus nematophthalmus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,cymolutes_praetextatus,Cymolutes praetextatus,187681,Cymolutes praetextatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cymolutes,Knife razorfish,"(Quoy &amp; Gaimard, 1834)",2010,2009-03-25,LC,None,Unknown,True,False,False,"Russell, B.","Craig, M.T. & Carpenter, K.E.",None,None,None,None,1,27,None,None,None,None
149,cymolutes_torquatus,Cymolutes torquatus,187530,Cymolutes torquatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cymolutes,Finescale razorfish,"(Valenciennes, 1840)",2010,2009-03-25,LC,None,Unknown,True,False,False,"Russell, B.","Craig, M.T. & Carpenter, K.E.",None,None,None,None,3,25,None,None,None,None
150,cynoglossus_puncticeps,Cynoglossus puncticeps,166913,Cynoglossus puncticeps,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Cynoglossus,Speckled Tonguesole,"(Richardson, 1846)",2020,2019-08-14,LC,None,Unknown,True,False,False,"Munroe, T.A., Weerts, S.P. & Nair, R.","Bullock, R.W.",None,None,None,None,7,140,None,None,None,None
151,cyttopsis_rosea,Cyttopsis rosea,16439757,Cyttopsis rosea,ANIMALIA,CHORDATA,ACTINOPTERYGII,ZEIFORMES,PARAZENIDAE,Cyttopsis,Rosy Dory,"(Lowe, 1843)",2015,2014-07-10,LC,None,Stable,True,False,False,"Munroe, T., Robertson, R., Knudsen, S. & Moore, J.","Polidoro, B.",None,None,None,None,100,600,None,None,None,None
152,dactylophora_nigricans,Dactylophora nigricans,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,decapterus_macrosoma,Decapterus macrosoma,20431518,Decapterus macrosoma,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Decapterus,Shortfin Scad,"Bleeker, 1851",2016,2015-03-09,LC,None,Unknown,True,False,False,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",None,None,None,None,30,214,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
154,decapterus_russelli,Decapterus russelli,155043,Decapterus russelli,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Decapterus,Indian Scad,"(Rüppell, 1830)",2010,2009-02-04,LC,None,Decreasing,True,False,False,"Collen, B., Richman, N., Beresford, A., Chenery, A. & Ram, M. (Sampled Red List Index Coordinating Team)","Carpenter, K.E., Livingstone, S. & Polidoro, B.",None,None,None,None,40,275,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
155,diproctacanthus_xanthurus,Diproctacanthus xanthurus,187517,Diproctacanthus xanthurus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Diproctacanthus,Wandering cleaner wrasse,"(Bleeker, 1856)",2010,2009-03-25,LC,None,Unknown,True,False,False,"Russell, B.","Craig, M.T. & Carpenter, K.E.",None,None,None,None,2,20,None,None,None,None
156,dotalabrus_aurantiacus,Dotalabrus aurantiacus,187457,Dotalabrus aurantiacus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Dotalabrus,Pretty polly,"(Castelnau, 1872)",2010,2008-06-12,LC,None,Unknown,True,False,False,"Russell, B., Pollard, D. & Choat, J.H.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,1,47,None,None,None,None
157,elagatis_bipinnulata,Elagatis bipinnulata,16440027,Elagatis bipinnulata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Elagatis,Rainbow Runner,"(Quoy &amp; Gaimard, 1825)",2015,2012-08-21,LC,None,Stable,True,False,False,"Smith-Vaniz, W.F., Williams, J.T., Pina Amargos, F., Curtis, M. & Brown, J.","Cox, N.A.",None,None,None,None,1,150,None,None,None,None
158,epibulus_insidiator,Epibulus insidiator,187722,Epibulus insidiator,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Epibulus,Sling-jaw wrasse,"(Pallas, 1770)",2010,2008-07-12,LC,None,Unknown,True,False,False,"To, A., Liu, M., Craig, M. & Rocha, L.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,1,42,None,None,None,None
159,epinephelus_areolatus,Epinephelus areolatus,132774,Epinephelus areolatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Areolate Grouper,"(Forsskål, 1775)",2018,2016-11-25,LC,None,Unknown,True,False,False,"Nair, R. & To, A.","Linardich, C.",None,None,None,None,2,200,None,None,None,None
160,epinephelus_bleekeri,Epinephelus bleekeri,132826,Epinephelus bleekeri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Duskytail Grouper,"(Vaillant, 1878)",2018,2016-11-21,DD,None,Decreasing,True,False,False,"Law, C., Amorim, P., Choat, J.H., Ma, K., Myers, R.F., Rhodes, K., Sadovy, Y., Samoilys, M., Suharti, S. & To, A.","Linardich, C.",None,None,None,None,3,104,None,None,None,None
161,epinephelus_chlorostigma,Epinephelus chlorostigma,118358386,Epinephelus chlorostigma,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Brownspotted Grouper,"(Valenciennes, 1828)",2018,2016-11-18,LC,None,Stable,True,False,False,"Fennessy, S., Choat, J.H., Nair, R. & Robinson, J.","Linardich, C.",None,None,None,None,4,280,None,None,None,None
162,epinephelus_coeruleopunctatus,Epinephelus coeruleopunctatus,132751,Epinephelus coeruleopunctatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Whitespotted Grouper,"(Bloch, 1790)",2018,2016-11-16,LC,None,Stable,True,False,False,"Fennessy, S.","Linardich, C.",None,None,None,None,1,65,None,None,None,None
163,epinephelus_coioides,Epinephelus coioides,44674,Epinephelus coioides,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Orange-spotted Grouper,"(Hamilton, 1822)",2018,2016-11-21,LC,None,Decreasing,True,False,False,"Amorim, P., Choat, J.H., Fennessy, S., Law, C., Ma, K., Myers, R.F., Nair, R., Rhodes, K., Sadovy, Y., Samoilys, M., Suharti, S. & To, A.","Linardich, C.",None,None,None,None,0,100,None,None,None,None
164,epinephelus_corallicola,Epinephelus corallicola,132763,Epinephelus corallicola,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Coral Grouper,"(Valenciennes, 1828)",2018,2016-11-18,LC,None,Unknown,True,False,False,"Rhodes, K., Amorim, P., Choat, J.H., Law, C., Ma, K., Myers, R.F., Nair, R., Russell, B., Samoilys, M., Suharti, S. & To, A.","Linardich, C.",None,None,None,None,1,30,None,None,None,None
165,epinephelus_cyanopodus,Epinephelus cyanopodus,132815,Epinephelus cyanopodus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Speckled Blue Grouper,"(Richardson, 1846)",2018,2016-11-22,LC,None,Unknown,True,False,False,"Russell, B.","Linardich, C.",None,None,None,None,2,150,None,None,None,None
166,epinephelus_epistictus,Epinephelus epistictus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,epinephelus_fasciatus,Epinephelus fasciatus,132817,Epinephelus fasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Blacktip Grouper,"(Forsskål, 1775)",2018,2016-11-21,LC,None,Unknown,True,False,False,"Law, C.","Linardich, C.",None,None,None,None,4,160,None,None,None,None
168,epinephelus_fuscoguttatus,Epinephelus fuscoguttatus,44673,Epinephelus fuscoguttatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Brown-marbled Grouper,"(Forsskål, 1775)",2018,2016-11-20,VU,A2bd+4bd,Decreasing,True,False,False,"Rhodes, K., Sadovy, Y. & Samoilys, M.","Linardich, C.",None,None,None,None,1,70,None,None,None,None
169,epinephelus_hexagonatus,Epinephelus hexagonatus,132778,Epinephelus hexagonatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,White Speckled Rockcod,"(Forster, 1801)",2018,2018-01-28,LC,None,Stable,True,False,False,"Sadovy, Y.","Linardich, C.",None,None,None,None,0,30,None,None,None,None
170,epinephelus_howlandi,Epinephelus howlandi,132829,Epinephelus howlandi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Blacksaddle Grouper,"(Günther, 1873)",2018,2016-11-22,LC,None,Unknown,True,False,False,"Rhodes, K.","Linardich, C.",None,None,None,None,0,37,None,None,None,None
171,epinephelus_lanceolatus,Epinephelus lanceolatus,7858,Epinephelus lanceolatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Giant Grouper,"(Bloch, 1790)",2018,2016-11-18,DD,None,Decreasing,True,False,False,"Fennessy, S., Pollard, D.A. & Samoilys, M.","Linardich, C.",None,None,None,None,1,100,None,None,None,None
172,epinephelus_latifasciatus,Epinephelus latifasciatus,132735,Epinephelus latifasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Striped Grouper,"(Temminck &amp; Schlegel, 1842)",2018,2016-11-21,LC,None,Unknown,True,False,False,"Law, C.","Linardich, C.",None,None,None,None,20,230,None,None,None,None
173,epinephelus_macrospilos,Epinephelus macrospilos,132766,Epinephelus macrospilos,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Snubnose Grouper,"(Bleeker, 1855)",2018,2016-11-16,LC,None,Stable,True,False,False,"Fennessy, S.","Linardich, C.",None,None,None,None,0,44,None,None,None,None
174,epinephelus_maculatus,Epinephelus maculatus,132723,Epinephelus maculatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Highfin Grouper,"Bloch, 1790",2018,2017-01-24,LC,None,Decreasing,True,False,False,"Rhodes, K. & Sadovy, Y.","Linardich, C.",None,None,None,None,2,100,None,None,None,None
175,epinephelus_melanostigma,Epinephelus melanostigma,132746,Epinephelus melanostigma,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,One-blotch Grouper,"Schultz, 1953",2018,2018-01-15,LC,None,Unknown,True,False,False,"Sadovy, Y.","Linardich, C.",None,None,None,None,0,30,None,None,None,None
176,epinephelus_merra,Epinephelus merra,132788,Epinephelus merra,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Honeycomb Grouper,"Bloch, 1793",2018,2017-01-17,LC,None,Stable,True,False,False,"Law, C., Samoilys, M. & Cabanban, A.S.","Linardich, C.",None,None,None,None,1,50,None,None,None,None
177,epinephelus_morrhua,Epinephelus morrhua,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,epinephelus_multinotatus,Epinephelus multinotatus,132740,Epinephelus multinotatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Whiteblotched Grouper,"(Peters, 1876)",2018,2016-11-21,LC,None,Decreasing,True,False,False,"Giacomello, E. & Amorim, P.","Linardich, C.",None,None,None,None,10,110,None,None,None,None
179,epinephelus_ongus,Epinephelus ongus,132804,Epinephelus ongus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Specklefin Grouper,"(Bloch, 1790)",2018,2016-11-22,LC,None,Unknown,True,False,False,"Rhodes, K.","Linardich, C.",None,None,None,None,5,25,None,None,None,None
180,epinephelus_polyphekadion,Epinephelus polyphekadion,61339,Epinephelus polyphekadion,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Camouflage Grouper,"(Bleeker, 1849)",2018,2016-11-20,VU,A2bd,Decreasing,True,False,False,"Rhodes, K., Choat, J.H., Sadovy, Y., Myers, R.F., To, A., Ma, K., Samoilys, M., Suharti, S., Law, C. & Amorim, P.","Linardich, C.",None,None,None,None,1,60,None,None,None,None
181,epinephelus_quoyanus,Epinephelus quoyanus,132799,Epinephelus quoyanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Longfin Grouper,"(Valenciennes, 1830)",2018,2016-11-23,LC,None,Unknown,True,False,False,"Sadovy, Y. & To, A.","Linardich, C.",None,None,None,None,0,50,None,None,None,None
182,epinephelus_radiatus,Epinephelus radiatus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,epinephelus_retouti,Epinephelus retouti,132794,Epinephelus retouti,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Red-tipped Grouper,"Bleeker, 1868",2018,2017-11-02,LC,None,Unknown,True,False,False,"Russell, B.","Linardich, C.",None,None,None,None,20,220,None,None,None,None
184,epinephelus_rivulatus,Epinephelus rivulatus,132736,Epinephelus rivulatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Halfmoon Grouper,"(Valenciennes, 1830)",2018,2017-02-15,LC,None,Unknown,True,False,False,"Fennessy, S.","Linardich, C.",None,None,None,None,1,150,None,None,None,None
185,epinephelus_sexfasciatus,Epinephelus sexfasciatus,132780,Epinephelus sexfasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Sixbar Grouper,"(Valenciennes, 1828)",2018,2018-03-12,LC,None,Unknown,True,False,False,"Craig, M.T.","Linardich, C.",None,None,None,None,10,80,None,None,None,None
186,epinephelus_spilotoceps,Epinephelus spilotoceps,132747,Epinephelus spilotoceps,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Foursaddle Grouper,"Schultz, 1953",2018,2017-11-06,LC,None,Stable,True,False,False,"Samoilys, M.","Linardich, C.",None,None,None,None,0,30,None,None,None,None
187,epinephelus_tauvina,Epinephelus tauvina,132758,Epinephelus tauvina,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Greasy Grouper,(Forsskål 1775),2018,2016-11-21,DD,None,Unknown,True,False,False,"Samoilys, M.","Linardich, C.",None,None,None,None,1,20,None,None,None,None
188,epinephelus_undulatostriatus,Epinephelus undulatostriatus,64408,Epinephelus undulatostriatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Maori Rock Cod,"(Peters, 1866)",2018,2016-11-22,LC,None,Unknown,True,False,False,"Russell, B.","Linardich, C.",None,None,None,None,27,80,None,None,None,None
189,etelis_carbunculus,Etelis carbunculus,154999,Etelis carbunculus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Etelis,Ruby Snapper,"Cuvier, 1828",2016,2015-03-04,LC,None,Unknown,True,False,False,"Russell, B., Carpenter, K.E., Smith-Vaniz, W.F. & Lawrence, A.","Harvey, M.",None,None,None,None,90,400,None,None,None,None
190,etelis_coruscans,Etelis coruscans,194382,Etelis coruscans,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Etelis,Deepwater Longtail Red Snapper,"Valenciennes, 1862",2016,2015-03-04,LC,None,Unknown,True,False,False,"Russell, B., Smith-Vaniz, W.F., Lawrence, A., Carpenter, K.E., Myers, R. & Thaman, R.","Harvey, M.",None,None,None,None,90,500,None,None,None,None
191,eubalichthys_cyanoura,Eubalichthys cyanoura,79800552,Eubalichthys cyanoura,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Eubalichthys,Bluetail Leatherjacket,"Hutchins, 1987",2019,2017-07-17,LC,None,Unknown,True,False,False,"Matsuura, K., Motomura, H. & Khan, M.","Ralph, G.",None,None,None,None,3,20,None,None,None,None
192,eubalichthys_mosaicus,Eubalichthys mosaicus,79802334,Eubalichthys mosaicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Eubalichthys,Mosaic Leatherjacket,"(Ramsay &amp; Ogilby, 1886)",2019,2017-07-17,LC,None,Unknown,True,False,False,"Matsuura, K., Motomura, H. & Khan, M.","Ralph, G.",None,None,None,None,0,60,None,None,None,None
193,eupetrichthys_angustipes,Eupetrichthys angustipes,187582,Eupetrichthys angustipes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Eupetrichthys,Snake-skin wrasse,"Ramsay &amp; Ogilby, 1888",2010,2008-06-12,LC,None,Unknown,True,False,False,"Russell, B., Choat, J.H. & Pollard, D.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,2,40,None,None,None,None
194,euthynnus_affinis,Euthynnus affinis,170336,Euthynnus affinis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Euthynnus,Kawakawa,"(Cantor, 1849)",2011,2009-12-04,LC,None,Unknown,True,False,False,"Collette, B., Chang, S.-K., Fox, W., Juan Jorda, M., Miyabe, N., Nelson, R. & Uozumi, Y.","Russell, B. & Polidoro, B.",None,None,None,None,0,50,None,None,None,None
195,evistias_acutirostris,Evistias acutirostris,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,gempylus_serpens,Gempylus serpens,16509126,Gempylus serpens,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GEMPYLIDAE,Gempylus,Snake Mackerel,"Cuvier, 1829",2015,2012-08-23,LC,None,Stable,True,False,False,"Collette, B., Smith-Vaniz, W.F., Williams, J.T., Pina Amargos, F., Curtis, M. & Grijalba Bendeck, L.","Cox, N.A.",None,None,None,None,0,1000,None,None,None,None
197,gnathanodon_speciosus,Gnathanodon speciosus,20432145,Gnathanodon speciosus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Gnathanodon,Golden Trevally,"(Forsskål, 1775)",2016,2015-03-09,LC,None,Unknown,True,False,False,"Williams, I. & Smith-Vaniz, W.F.","Ralph, G., Harvey, M. & Buchanan, J.",None,None,None,None,1,162,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
